Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
arm_circ_1,anthropometrics_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>MID-UPPER ARM CIRCUMFERENCE</strong></p>",text,"Mid-upper arm circumference measurement #1:
",,Provide mid-upper arm measurement in centimetres.,integer,,,,,y,,,,, @ONTOLOGY='NCIT:C124475'
arm_circ_2,anthropometrics_core,,text,"Mid-upper arm circumference measurement #2:
",,Provide mid-upper arm measurement in centimetres.,integer,,,,,y,,,,, @ONTOLOGY='NCIT:C124475'
arm_circ_3,anthropometrics_core,,text,"Mid-upper arm circumference measurement #3:
",,Provide mid-upper arm measurement in centimetres.,integer,,,,,y,,,,, @ONTOLOGY='NCIT:C124475'
arm_circ_avg,anthropometrics_core,,calc,Calculated average mid-upper arm circumference (cm):,"if ([arm_circ_1]<>"""" and [arm_circ_2]<>"""" and [arm_circ_3]<>"""",sum([arm_circ_1],[arm_circ_2],[arm_circ_3])/3, if([arm_circ_1]<>"""" and [arm_circ_2]<>"""" and [arm_circ_3]="""", sum([arm_circ_1],[arm_circ_2])/2, if([arm_circ_1]<>"""" and [arm_circ_2]="""" and [arm_circ_3]="""", [arm_circ_1],"""")))",This field is automatically calculated.,,,,,,y,,,,," @READONLY @HIDDEN 
@ONTOLOGY='NCIT:C124475'"
hip_circ_1,anthropometrics_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>HIP CIRCUMFERENCE </strong></p>",text,"Hip circumference measurement #1:
",,Provide hip circumference measurement in centimetres.,integer,,,,,y,,,,, @ONTOLOGY='EFO:0005093'
hip_circ_2,anthropometrics_core,,text,"Hip circumference measurement #2:
",,Provide hip circumference measurement in centimetres.,integer,,,,,y,,,,, @ONTOLOGY='EFO:0005093'
hip_circ_3,anthropometrics_core,,text,"Hip circumference measurement #3:
",,Provide hip circumference measurement in centimetres.,integer,,,,,y,,,,, @ONTOLOGY='EFO:0005093'
hip_circ_avg,anthropometrics_core,,calc,Calculated average hip circumference (cm):,"if ([hip_circ_1]<>"""" and [hip_circ_2]<>"""" and [hip_circ_3]<>"""",sum([hip_circ_1],[hip_circ_2],[hip_circ_3])/3, if([hip_circ_1]<>"""" and [hip_circ_2]<>"""" and [hip_circ_3]="""", sum([hip_circ_1],[hip_circ_2])/2, if([hip_circ_1]<>"""" and [hip_circ_2]="""" and [hip_circ_3]="""", [hip_circ_1],"""")))",This field is automatically calculated.,,,,,,y,,,,," @READONLY @HIDDEN 
@ONTOLOGY='EFO:0005093'"
waist_circ_1,anthropometrics_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>WAIST CIRCUMFERENCE</strong></p>",text,Waist circumference measurement #1:,,Please provide waist measurement in centimetres.,,,,,,y,,,,, @ONTOLOGY='EFO:0004342'
waist_circ_2,anthropometrics_core,,text,Waist circumference measurement #2:,,Please provide waist measurement in centimetres.,,,,,,y,,,,, @ONTOLOGY='EFO:0004342'
waist_circ_3,anthropometrics_core,,text,Waist circumference measurement #3:,,Please provide waist measurement in centimetres.,,,,,,y,,,,, @ONTOLOGY='EFO:0004342'
waist_circ_avg,anthropometrics_core,,calc,Calculated average waist circumference (cm):,"if ([waist_circ_1]<>"""" and [waist_circ_2]<>"""" and [waist_circ_3]<>"""",sum([waist_circ_1],[waist_circ_2],[waist_circ_3])/3, if([waist_circ_1]<>"""" and [waist_circ_2]<>"""" and [waist_circ_3]="""", sum([waist_circ_1],[waist_circ_2])/2, if([waist_circ_1]<>"""" and [waist_circ_2]="""" and [waist_circ_3]="""", [waist_circ_1],"""")))",This field is automatically calculated.,,,,,,,,,,," @HIDDEN @READONLY
@ONTOLOGY='EFO:0004342'"
anthropometrics_version,anthropometrics_core,,descriptive,"Anthropometrics - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
hypertens_collectdate,hypertension_history_core,,text,Collection date of hypertension information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
hypertens,hypertension_history_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>HYPERTENSION HISTORY</strong></p>",radio,Has a healthcare worker ever said the participant has high blood pressure or hypertension? ,"1, Yes | 0, No",,,,,,,y,,,,, @ONTOLOGY='HP:0000822'
hypertens_age,hypertension_history_core,,text,(If Yes) At what age was the participant first told this? ,,Provide age in years.,integer,1,100,,"[hypertens] = ""1""",y,,,,, @ONTOLOGY='EFO:0004918'
gesthypertens,hypertension_history_core,,radio,(<u>FOR</u> Women): Was this during pregnancy only?,"1, Yes | 0, No",,,,,,"[hypertens] = ""1"" and [sex]=2",y,,,,, @ONTOLOGY='NCIT:C4371'
bpmeds,hypertension_history_core,,radio,Has the participant ever taken medication for hypertension/high blood pressure?,"1, Yes now | 2, Yes not now | 0, No",,,,,,"[hypertens] = ""1""",y,,,,,
bpmedstart,hypertension_history_core,,text,(If Yes) At what age did they begin taking medicine for hypertension/high blood pressure? ,,Provide age in years.,integer,1,100,,[bpmeds] = 1 or [bpmeds] = 2,y,,,,, @ONTOLOGY='SCDO:0000740'
hypertens_version,hypertension_history_core,,descriptive,"Hypertension History - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
bp_collectdate,blood_pressure_core,,text,Date of blood pressure measurements:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
bpdevice,blood_pressure_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>BLOOD PRESSURE MEASUREMENTS</strong></p>",text,"For blood pressure measurements, specify Aneroid sphygmomanometers name and model:",,,,,,,,y,,,,, @ONTOLOGY='ERO:0000838'
bpdevice_size,blood_pressure_core,,radio,"Blood pressure cuffs size used (S, M, L, XL):","0, S | 1, M | 2, L | 3, XL",,,,,,,y,RH,,,, @ONTOLOGY='SNOMED722471002'
bp_systolic1,blood_pressure_core,,text,Systolic Pressure measurement #1:,,mmHg,number,,,,,y,,,,, @ONTOLOGY='CMO:0000003'
bp_diastolic1,blood_pressure_core,,text,Diastolic Pressure measurement #1:,,mmHg,number,,,,,y,,,,, @ONTOLOGY='CMO:0000003'
bp_systolic2,blood_pressure_core,,text,Systolic Pressure measurement #2:,,mmHg,number,,,,,y,,,,, @ONTOLOGY='CMO:0000003'
bp_diastolic2,blood_pressure_core,,text,Diastolic Pressure measurement #2:,,mmHg,number,,,,,y,,,,, @ONTOLOGY='CMO:0000003'
bp_systolic3,blood_pressure_core,,text,Systolic Pressure measurement #3:,,mmHg,number,,,,,y,,,,, @ONTOLOGY='CMO:0000003'
bp_diastolic3,blood_pressure_core,,text,Diastolic Pressure measurement #3:,,mmHg,number,,,,,y,,,,, @ONTOLOGY='CMO:0000003'
bp_systolic_avg,blood_pressure_core,,calc,Average (calculated) systolic blood pressure measurement:,"sum([bp_systolic1],[bp_systolic2],[bp_systolic3])/3",This field is automatically calculated.,,,,,,,,,,," @HIDDEN @READONLY
@ONTOLOGY='CMO:0000003'"
bp_diastolic_avg,blood_pressure_core,,calc,Average (calculated) diastolic blood pressure measurement:,"sum([bp_diastolic1],[bp_diastolic2],[bp_diastolic3])/3",This field is automatically calculated.,,,,,,,,,,," @HIDDEN @READONLY
@ONTOLOGY='CMO:0000003'"
bp_core_version,blood_pressure_core,,descriptive,"Blood Pressure - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
urine_collectdate,urine_results,,text,Urine sample collection date:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
urine_albumin,urine_results,,text,Urinary albumin ,,mg/L,number,,,,,y,,,,, @ONTOLOGY='SCDO:0001209'
urine_creatinine,urine_results,,text,Urinary creatinine,,mg/L,number,,,,,y,,,,, @ONTOLOGY='SCDO:0001213'
urine_protein,urine_results,,text,Urinary total protein,,mg/L,number,,,,,y,,,,, @ONTOLOGY='NCIT:C74760'
urine_results_version,urine_results,,descriptive,"Urine Results - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
smokexp_collectdate,smoking_exposure_core,,text,Collection date of smoking exposure information:,,DD-MM-YYYY,date_dmy,,,,[agecalc]<19,y,,,,, @ONTOLOGY='NCIT:C81286'
hhsmokers,smoking_exposure_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>SMOKING EXPOSURE</strong></p>",yesno,Does anyone in the participant's household smoke cigarettes or other tobacco-based products?,,,,,,,[agecalc]<19,y,,,,, @ONTOLOGY='NCIT:C156838'
numsmokers,smoking_exposure_core,,text,(If Yes) How many members in the household smoke?,,,integer,,,,[agecalc]<19 and [hhsmokers] = '1',y,,,,, @ONTOLOGY='NCIT:C156838'
freq_hhsmoke,smoking_exposure_core,,radio,(If Yes) How frequently do they smoke?,"1, Once, daily | 2, More than once, daily | 3, Weekly | 4, Infrequently",,,,,,[agecalc]<19 and [hhsmokers] = '1',y,,,,, @ONTOLOGY='NCIT:C156838'
smoking_exposure_version,smoking_exposure_core,,descriptive,"Smoking Exposure - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
smoke_collectdate,smoking_status_core,,text,Collection date of smoking status information:,,DD-MM-YYYY,date_dmy,,,,[agecalc]>=12,y,,,,, @ONTOLOGY='NCIT:C81286'
smoked100,smoking_status_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>SMOKING STATUS</strong></p>",yesno,Has the participant smoked at least 100 tobacco cigarettes in his/her entire life?,,,,,,,[agecalc]>18,y,,,,,
smoked1,smoking_status_core,,yesno,"Has the participant used at least 1 tobacco cigarette in his/her entire life (including cigarette, e-cigarette, vape, cigar etc.)?",,,,,,,[agecalc]<19 and [agecalc]>=12,,,,,,
smoking_onset,smoking_status_core,,text,How old was the participant when he/she first started smoking tobacco cigarettes?,,Provide age in years.,integer,5,100,,[smoked100]= 1 or [smoked1] = 1,y,,,,,
smoking_status,smoking_status_core,,radio,What type of smoker would you currently say you are:,"1, An EVERY day smoker | 2, A FAIRLY REGULAR (some days) smoker | 3, A FORMER smoker | -992, Don't Know | -995, Refused",,,,,,[smoked100]= 1 or [smoked1] = 1,y,,,,, @ONTOLOGY='EFO:0006527'
smoking_daily6m,smoking_status_core,,yesno,Has the participant EVER smoked tobacco cigarettes EVERY DAY for at least 6 months? ,,,,,,,[smoked100]= 1 or [smoked1] = 1,y,,,,,
smokes_per_day,smoking_status_core,,text,"On the days that you smoke, on average, how many tobacco cigarettes does the participant smoke?
<bold><u><i>OR</bold></u></i>
If you are a former smoker, on the days that you smoked, on average, how many tobacco cigarettes did you smoke?",,Provide average number of cigarettes per day,integer,1,50,,[smoked100]= 1 or [smoked1] = 1,y,,,,,
smoke_days_1m,smoking_status_core,,text,"Over the past 30 days, on how many <u>days</u> did you smoke?
<bold><u><i>OR</bold></u></i>
If you are a former smoker, on average, on how many <u>days</u> did you smoke in a month?",,<strong>Every</strong> day smokers or former <strong>every</strong> day smokers should complete with '30'.,integer,0,30,,[smoked100]= 1 or [smoked1] = 1,y,,,,,
quitsmoking,smoking_status_core,,text,(<u>FOR</u> Former Smokers): About how long has it been since you COMPLETELY quit smoking tobacco cigarettes?,,,integer,,,,[smoking_status] = 3,y,,,,,
quitsmokingunits,smoking_status_core,,radio,Length of time since quitting measured in:,"1, Years | 2, Months | 3, Weeks | 4, Days",,,,,,[smoking_status] = 3,y,,,,, @ONTOLOGY='NCIT:C42574'
cigars,smoking_status_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>TOBACCO (NON-CIGARETTE) - PRODUCT USE</strong></p>
In his/her lifetime, has the participant ....",radio,Smoked at least 50 cigars?,"1, Yes | 0, No",,,,,,[agecalc]>18,y,,,tobacco_use,,
pipe,smoking_status_core,,radio,Smoked a pipe at least 50 times?,"1, Yes | 0, No",,,,,,[agecalc]>18,y,,,tobacco_use,,
vape,smoking_status_core,,radio,Used an e-cigarette or vape at least 50 times?,"1, Yes | 0, No",,,,,,[agecalc]>18,y,,,tobacco_use,,
snuff,smoking_status_core,,radio,"Used snuff, (such as Skoal, Skoal Bandit or Copenhagen) at least 20 times?","1, Yes | 0, No",,,,,,[agecalc]>18,y,,,tobacco_use,,
chewtobac,smoking_status_core,,radio,"Used chewing tobacco (such as Redman, Levi Garrett or Beechnut) at least 20 times?","1, Yes | 0, No",,,,,,[agecalc]>18,y,,,tobacco_use,,
smoking_status_version,smoking_status_core,,descriptive,"Smoking Status - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
alcexp_collectdate,alcohol_exposure_core,,text,Collection date of alcohol exposure information:,,DD-MM-YYYY,date_dmy,,,,[agecalc]<19,y,,,,, @ONTOLOGY='NCIT:C81286'
hhdrink,alcohol_exposure_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>ALCOHOL EXPOSURE</strong></p>",yesno,Does anyone in the participant's household drink alcohol?,,,,,,,[agecalc]<19,y,,,,, @ONTOLOGY='EFO:0009113'
numhhdrink,alcohol_exposure_core,,text,(If Yes) How many members in the household drink alcohol?,,,integer,,,,"[agecalc]<19 AND [hhdrink]=""1""",y,,,,, @ONTOLOGY='EFO:0009113'
freq_hhdrink,alcohol_exposure_core,,radio,(If Yes) How frequently do they drink alcohol?,"1, Once, daily | 2, More than once, daily | 3, Weekly | 4, Infrequently",,,,,,"[agecalc]<19 AND [hhdrink]=""1""",y,,,,, @ONTOLOGY='EFO:0009113'
alcohol_exposure_version,alcohol_exposure_core,,descriptive,"Alcohol Exposure - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
alcohol_collectdate,alcohol_consumption_core,,text,Collection date for alcohol use information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
alcohol_any,alcohol_consumption_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>ALCOHOL CONSUMPTION</strong></p>",yesno,"In his/her entire life, has the participant had at least 1 drink of any kind of alcohol?
<i>(not counting small tastes or sips)</i>",,,,,,,[agecalc]>18,y,,,,, @ONTOLOGY='SCDO:0000038'
alcohol_age,alcohol_consumption_core,,text," About how old was the participant when he/she first started drinking alcohol?
<i>(not counting small tastes or sips)</i>",,Provide age in years.,integer,1,100,,[agecalc]>=12 and [alcohol_any] = '1',y,,,,, @ONTOLOGY='GECKO:0000069'
alcohol_30days,alcohol_consumption_core,,text,"During the past 30 days, on how <u>many days</u> did the participant drink one or more drinks of an alcoholic beverage?",,"Enter ""00"" if the participant did not drink in the past 30 days.",integer,,,,[agecalc]>=12 and [alcohol_any] = '1',y,,,,, @ONTOLOGY='GECKO:0000069'
alcohol_numdrinks,alcohol_consumption_core,,text,"On the days that the participant drank during the past 30 days, how <u>many drinks</u> did he/she usually have each day? 

<i>(Count as a drink a can or bottle of beer; a wine cooler or a glass of wine, champagne, or sherry; a shot of liquor or a mixed drink or cocktail.)</i>",,"Enter ""00"" if the participant did not drink in the past 30 days.",integer,,,,"[agecalc]>=12 and [alcohol_any] = '1' and [alcohol_30days]<>""00""",y,,,,, @ONTOLOGY='GECKO:0000069'
alcohol_mostdrinks,alcohol_consumption_core,,text,What was the LARGEST number of drinks that he/she <u>ever</u> drank in a single day?,,,integer,,,,[agecalc]>=12 and [alcohol_any] = '1',y,,,,, @ONTOLOGY='GECKO:0000069'
alcohol_prefbev,alcohol_consumption_core,,radio,"What is the participant's preferred alcoholic beverage?
","1, Beer | 2, Brandy | 3, Cider | 4, Gin | 5, Rum | 6, Tequila | 7, Vodka | 8, Whiskey | 9, Wine | 777, Other",,,,,,[agecalc]>18,y,,,,, @ONTOLOGY='GECKO:0000069'
alcohol_prefbevother,alcohol_consumption_core,,text,"(If Other) Specify preferred alcoholic beverage:
",,,,,,,[agecalc]>18 and [alcohol_prefbev]='777',y,,,,, @ONTOLOGY='GECKO:0000069'
alcohol_use_version,alcohol_consumption_core,,descriptive,"Alcohol Use - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
drug_collectdate,drug_use_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>DRUG USE</strong></p>",text,Collection date of drug use information:,,DD-MM-YYYY,date_dmy,,,,[agecalc]>=12,y,,,,, @ONTOLOGY='NCIT:C81286'
clubdrugs,drug_use_core,Has the participant ever used any of the following substances...,radio,Club Drugs,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='NCIT:C61081'
cocaine,drug_use_core,,radio,Cocaine / Crack Cocaine?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='NCIT:C80153'
hallucinog,drug_use_core,,radio,Hallucinogens?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='CHEBI:35499'
heroin,drug_use_core,,radio,Heroin?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='CHEBI:27808'
inhalents,drug_use_core,,radio,Inhalents / Solvents?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='NCIT:C45790'
marijuana,drug_use_core,,radio,Marijuana?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='NCIT:C26659'
painkillers,drug_use_core,,radio,Painkillers?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='SCDO:0000050'
sedatives,drug_use_core,,radio,Sedatives / Tranqulizers?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='SCDO:0000598'
stimulants,drug_use_core,,radio,Stimulants?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='NCIT:C47795'
othersubs,drug_use_core,,radio,Any other non-prescribed substances?,"1, Yes | 0, No",,,,,,[agecalc]>=12,y,,,substances,, @ONTOLOGY='NCIT:C125141'
clubdrugs_age,drug_use_core,,text,Club Drugs: Age of First Use?,,Age in years.,integer,,,,[clubdrugs] = '1',y,,,,, @ONTOLOGY='NCIT:C61081'
clubdrugs_days,drug_use_core,,text,Club Drugs: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[clubdrugs] = '1',y,,,,, @ONTOLOGY='NCIT:C61081'
cocaine_age,drug_use_core,,text,Cocaine / Crack Cocaine: Age of First Use?,,Age in years.,integer,,,,[cocaine] = '1',y,,,,, @ONTOLOGY='NCIT:C80153'
cocaine_days,drug_use_core,,text,Cocaine / Crack Cocaine: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[cocaine] = '1',y,,,,, @ONTOLOGY='NCIT:C80153'
hallucin_age,drug_use_core,,text,Hallucinogens: Age of First Use?,,Provide age in years.,integer,,,,[hallucinog] = '1',y,,,,, @ONTOLOGY='CHEBI:35499'
hallucin_days,drug_use_core,,text,Hallucinogens: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[hallucinog] = '1',y,,,,, @ONTOLOGY='CHEBI:35499'
heroin_age,drug_use_core,,text,Heroin: Age of First Use?,,Provide age in years.,integer,,,,[heroin] = '1',y,,,,, @ONTOLOGY='CHEBI:27808'
heroin_days,drug_use_core,,text,Heroin: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[heroin] = '1',y,,,,, @ONTOLOGY='CHEBI:27808'
inhalents_age,drug_use_core,,text,Inhalents / Solvents: Age of First Use?,,Provide age in years.,integer,,,,[inhalents] = '1',y,,,,, @ONTOLOGY='NCIT:C45790'
inhalents_days,drug_use_core,,text,Inhalents / Solvents: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[inhalents] = '1',y,,,,, @ONTOLOGY='NCIT:C45790'
marij_age,drug_use_core,,text,Marijuana: Age of First Use?,,Provide age in years.,integer,,,,[marijuana] = '1',y,,,,, @ONTOLOGY='NCIT:C26659'
marij_days,drug_use_core,,text,Marijuana: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[marijuana] = '1',y,,,,, @ONTOLOGY='NCIT:C26659'
pain_age,drug_use_core,,text,Painkillers: Age of First Use?,,Provide age in years.,integer,,,,[painkillers] = '1',y,,,,, @ONTOLOGY='SCDO:0000050'
pain_days,drug_use_core,,text,Painkillers: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[painkillers] = '1',y,,,,, @ONTOLOGY='SCDO:0000050'
sedatives_age,drug_use_core,,text,Sedatives: Age of First Use?,,Provide age in years.,integer,,,,[sedatives] = '1',y,,,,, @ONTOLOGY='SCDO:0000598'
sedatives_days,drug_use_core,,text,Sedatives: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[sedatives] = '1',y,,,,, @ONTOLOGY='SCDO:0000598'
stim_age,drug_use_core,,text,Stimulants: Age of First Use?,,Provide age in years.,integer,,,,[stimulants] = '1',y,,,,, @ONTOLOGY='NCIT:C47795'
stim_days,drug_use_core,,text,Stimulants: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[stimulants] = '1',y,,,,, @ONTOLOGY='NCIT:C47795'
othersubs_specify,drug_use_core,,text,(If Other) Specify the substances the participant has used in their lifetime:,,,,,,,[othersubs] = '1',y,,,,, @ONTOLOGY='NCIT:C125141'
othersubs_age,drug_use_core,,text,Other non-prescribed medications or substances: Age of First Use?,,Provide age in years.,integer,,,,[othersubs] = '1',y,,,,, @ONTOLOGY='NCIT:C125141'
othersubs_days,drug_use_core,,text,Other non-prescribed medications or substances: Frequency Used in Past 30 Days?,,Provide number of days used.,integer,0,30,,[othersubs] = '1',y,,,,, @ONTOLOGY='NCIT:C125141'
drug_use_version,drug_use_core,,descriptive,"Drug Use - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
medlog_collectdate,medication_log_core,,text,Collection date for medication information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
med_name,medication_log_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>MEDICATION LOG</strong></p>",text,Medication name:,,,,,,,,y,,,,, @ONTOLOGY='NCIT:C459'
med_code,medication_log_core,,text,Medication Coded Name:,BIOPORTAL:DRON,,,,,,,y,,,,, @ONTOLOGY='NCIT:C83220'
med_indication,medication_log_core,,text,Indication/reason for medication?,,,,,,,,y,,,,, @ONTOLOGY='NCIT:C102702'
med_startdate,medication_log_core,,text,Start date:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C68616'
med_ongoing,medication_log_core,,yesno,Ongoing?,,,,,,,,y,RH,,,, @ONTOLOGY='NCIT:C165209'
med_stopdate,medication_log_core,,text,Stop date:,,DD-MM-YYYY,date_dmy,,,,"[med_ongoing]=""0""",y,,,,, @ONTOLOGY='NCIT:C83140'
med_dose,medication_log_core,,text,Dose amount:,,,number,,,,,y,,,,, @ONTOLOGY='GSSO:007602'
med_units,medication_log_core,,dropdown,Dose units:,"1, mg | 2, ml | 3, spray or puff | 4, tablet | 5, pill | 6, softgel | 7, capsule | 8, application",,,,,,,y,,,,, @ONTOLOGY='UO:0000307'
med_freq,medication_log_core,,dropdown,Dose frequency:,"1, once per day (QD) | 2, twice a day (BID) | 3, three times a day (TID) | 4, four times a day (QID) | 5, nightly (NOCT) | 6, as needed (PRN)",,,,,,,y,,,,, @ONTOLOGY='NCIT:C89081'
med_route,medication_log_core,,dropdown,Route of administration:,"1, Orally | 2, Per rectum | 3, Intravenous | 4, Per vaginal | 5, Inhaled | 6, Intramuscularly | 7, Nasogastric | 8, Subcutaneously | 9, Sublingually | 10, Topical",,,,,,,y,RH,,,, @ONTOLOGY='NCIT:C38114'
medication_log_version,medication_log_core,,descriptive,"Medication Log - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
diabetes_collectdate,diabetes_history_core,,text,Collection date for diabetes information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
diabetes,diabetes_history_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>DIABETES HISTORY</strong></p>",yesno,Has a doctor or healthcare worker ever told the participant that he/she has diabetes (sugar in blood)?,,,,,,,,y,,,,, @ONTOLOGY='SCDO:1000343'
gest_diabetes,diabetes_history_core,,yesno,"(<u>FOR</u> Women, If Yes): Did the doctor diagnose the participant with gestational diabetes (diabetes occurring <u>ONLY</u> during pregnancy)?",,,,,,,[sex] = '2' and [diabetes] = '1',y,,,,, @ONTOLOGY='DOID:11714'
type1_diabetes,diabetes_history_core,,yesno,(If Yes) Did the doctor diagnose the participant with type 1 diabetes?,,,,,,,[diabetes] = '1',y,,,,, @ONTOLOGY='MONDO:0005147'
type2_diabetes,diabetes_history_core,,yesno,(If Yes) Did the doctor diagnose the participant with type 2 diabetes?,,,,,,,[diabetes] = '1',y,,,,, @ONTOLOGY='MONDO:0005148'
diabetes_meds,diabetes_history_core,,yesno,(If Yes) Is the participant currently taking medication for diabetes?,,,,,,,[diabetes] = '1',y,,,,, @ONTOLOGY='OPMI:0004499'
insulin,diabetes_history_core,,yesno,(If Yes) Is the participant taking insulin?,,,,,,,[diabetes] = '1',y,,,,, @ONTOLOGY='MAXO:0000259'
diab_tx_age,diabetes_history_core,,text,At what age was the participant's diabetes first treated?,,Provide age in years.,integer,0,99,,[diabetes] = '1',y,,,,, @ONTOLOGY='OPMI:0004501'
insulin_first,diabetes_history_core,,yesno, Was insulin the participant's first diabetes medicine? ,,,,,,,[diabetes] = '1',y,,,,, @ONTOLOGY='MAXO:0000259'
diabetes_fam,diabetes_history_core,,yesno,Has anyone in the participant's family been diagnosed with diabetes (any type)?,,,,,,,,y,,,,, @ONTOLOGY='GECKO:0000132'
diabetes_history_core_inst,diabetes_history_core,,descriptive,"Diabetes History - Core Instrument Version 2.0 Released September 2022
H3ABioNet & H3Africa Phenotype Standards",,,,,,,,,,,,,
asthma_collectdate,asthma_core,,text,Collection date for asthma information:,,DD-MM-YYYY,date_dmy,,,,,y,,,,, @ONTOLOGY='NCIT:C81286'
asthmatic,asthma_core,"<p style=""text-align: left; font-size: 14pt;font-style: Calibri;""><strong>ASTHMA</strong></p>",yesno,Has a clinician or a doctor diagnosed the participant as an asthmatic?,,,,,,,,y,,,,, @ONTOLOGY='HP:0002099'
asthma_tx,asthma_core,,yesno,(If Yes) Is the participant on any chronic medication for management / treatment of asthma? ,,,,,,,[asthmatic]='1',y,,,,, @ONTOLOGY='MAXO:0000634'
asthmasymp,asthma_core,,descriptive,(If No) Does the participant experience any of the following signs and symptoms:,,,,,,,[asthmatic]='0',,,,,,
coughspells,asthma_core,,yesno,"Frequent coughing spells during play, at night or while laughing or crying?",,,,,,,[asthmatic]='0',y,,,,, @ONTOLOGY='HP:0012735'
chroniccough,asthma_core,,yesno,A chronic cough in the past 3 months or more? ,,,,,,,[asthmatic]='0',y,,,,, @ONTOLOGY='SYMP:0000686'
listless,asthma_core,,yesno,Appear listless / unusually low in energy after physical play? ,,,,,,,[asthmatic]='0',y,,,,, @ONTOLOGY='NCIT:C126920'
